course,session,time,wait_time,student_response,specific_student,category,hint,cluster_q,question,is_cluster,code_name,collapsed_code
2B_L10,S2,00:46:33,1,Y,N,W,HQ,Y4,What's the relationship between these 3 numbers?,Y,Warrant,Warrant
2B_L10,S2,00:48:19,2,N,N,N,,N,What happens when I cycle this around?,N,Next step,Next step
2B_L10,S2,00:49:26,2,N,N,X,,Y5,So give me a little g such that g to the p is e,Y,Example generation,Other
2B_L10,S2,00:48:31,1,Y,N,X,HS,Y5,There's one in every group,Y,Example generation,Other
2B_L10,S1,00:02:51,2,Y,N,P,,N,how would you prove such a thing?,N,Proof framework,Other
2B_L10,S1,00:03:27,8,Y,N,P,,N,[not using the orbit stabiliser theorem] how do you prove this?,N,Proof framework,Other
2B_L10,S1,00:09:09,9,N,N,U,,N,any questions about that question?,N,Understanding check,Understanding check
2B_L10,S1,00:12:03,12,Y,N,N,,N,so what are some useful facts [to help prove the theorem]?,N,Next step,Next step
2B_L10,S1,00:16:10,2,Y,N,F,,N,so what is the something else [in the missing part of the equation]?,N,Fact,Fact
2B_L10,S1,00:16:15,1,N,N,F,,Y1,"someone else, I want to give someone else a chance to answer this",Y,Fact,Fact
2B_L10,S1,00:16:21,1,Y,N,F,,Y1,someone that hasn't said anything today,Y,Fact,Fact
2B_L10,S1,00:20:50,0,Y,N,N,,N,what can I do on the right hand side of the equals sign [to simplify the expression]?,N,Next step,Next step
2B_L10,S1,00:21:08,1,Y,N,F,,N,what's h dot x?,N,Fact,Fact
2B_L10,S1,00:21:10,5,Y,N,F,,N,someone else?,N,Fact,Fact
2B_L10,S1,00:26:34,5,Y,N,F,,N,how many elements are in the stabiliser of x in this example?,N,Fact,Fact
2B_L10,S1,00:30:36,9,N,N,N,,Y2,is there an equivalent way to rewrite it that’s maybe easier to show?,Y,Next step,Next step
2B_L10,S1,00:30:58,2,N,N,N,,Y2,"So let me just think about how I can rewrite this statement - k as in gh, which is what we're headed for",Y,Next step,Next step
2B_L10,S1,00:31:04,23,N,N,N,,Y2,"this isnt neccesarily the right way to rewrite it, just some way to rewrite it that might be easier to prove?",Y,Next step,Next step
2B_L10,S1,00:31:53,1,Y,N,N,,N,what might be a good element to left multiply?,N,Next step,Next step
2B_L10,S1,00:32:39,12,Y,N,N,,N,"I want to show that g inverse k is in h, how do I tell if an element is in h or not?",N,Next step,Next step
2B_L10,S1,00:34:17,0,Y,N,F,,N,what's g inverse k to the x?,N,Fact,Fact
2B_L10,S1,00:36:39,8,N,N,U,,N,questions on this lemma?,N,Understanding check,Understanding check
2B_L10,S1,00:39:33,4,Y,N,N,,N,how do I get a coset out of y?,N,Next step,Next step
2B_L10,S1,00:41:21,3,Y,N,N,,N,how do I get y from send_x(y)?,N,Next step,Next step
2B_L10,S1,00:43:10,3,Y,N,P,,N,"but theres one thing I ought to worry about, because this is a typical way where errors creep into proofs. when I wrote this sentence here, there is an implicit assumption in this sentence. If I say, let g be an element of send_x(y), what assumption am I making?",N,Proof framework,Other
2B_L10,S1,00:43:34,3,Y,N,W,,N,why is send_x(y) not equal to the empty set?,N,Warrant,Warrant
2B_L10,S1,00:46:45,4,N,N,N,,Y3,what does the lemma say?,Y,Next step,Next step
2B_L10,S1,00:46:51,6,N,N,N,HQ,Y3,I want to get send x y to be g times h. Here g is the stabiliser in the lemma. What y can I take?,Y,Next step,Next step
2B_L10,S1,00:47:04,0,Y,N,N,HS,Y3,"It's written in the lemma, it's even circled",Y,Next step,Next step
2B_L10,S1,00:50:12,1,N,N,U,,N,"let me ask if there are any questions about this proof, or any of the proofs today?",N,Understanding check,Understanding check
2A_L22,S3,00:06:20,2,Y,N,X,,N,Who's going to start and give me something about covariance and correlation?,N,Example generation,Other
2A_L22,S3,00:06:49,4,N,N,E,,N,Fact or not a fact?,N,Evaluation,Evaluation
2A_L22,S3,00:07:42,0,Y,N,U,,N,Everyone on for that?,N,Understanding check,Understanding check
2A_L22,S3,00:07:48,6,Y,N,X,,N,Has anyone got anything related to that in the same family?,N,Example generation,Other
2A_L22,S3,00:09:04,1,Y,Y,A,,N,What was that? Say it again slowly,N,Admin,Admin
2A_L22,S3,00:09:29,0,Y,N,E,,N,Are we on for that?,N,Evaluation,Evaluation
2A_L22,S3,00:10:27,0,N,N,U,,Y1,Does that make sense to anyone?,Y,Understanding check,Understanding check
2A_L22,S3,00:10:27,2,N,N,U,,Y1,It's just a sort of how you work your intuition to how you get formulae right?,Y,Understanding check,Understanding check
2A_L22,S3,00:11:03,0,N,N,E,,Y2,What's the voting with that?,Y,Evaluation,Evaluation
2A_L22,S3,00:11:03,0,Y,N,E,,Y2,Are we happy with that?,Y,Evaluation,Evaluation
2A_L22,S3,00:12:03,1,N,N,X,,Y3,Who next?,Y,Example generation,Other
2A_L22,S3,00:12:03,2,Y,N,X,,Y3,Are we running out of things?,Y,Example generation,Other
2A_L22,S3,00:13:04,6,N,N,X,,Y4,Anyone else got anything else?,Y,Example generation,Other
2A_L22,S3,00:13:13,0,N,N,X,HS,Y4,We still haven't given the formula for coviance - good point,Y,Example generation,Other
2A_L22,S3,00:13:17,1,Y,N,X,,Y4,Anyone?,Y,Example generation,Other
2A_L22,S3,00:13:43,7,Y,N,X,,N,Anything else at all?,N,Example generation,Other
2A_L22,S3,00:14:03,2,Y,N,E,,N,Anyone in favour of that?,N,Evaluation,Evaluation
2A_L22,S3,00:17:39,5,N,N,U,,N,Any questions about that?,N,Understanding check,Understanding check
2A_L22,S3,00:31:21,6,Y,N,N,,N,Any thoughts on this?,N,Next step,Next step
2A_L22,S3,00:32:09,2,Y,Y,N,,N,How can we make them super strongly correlated?,N,Next step,Next step
2A_L22,S3,00:33:21,8,N,N,E,,Y5,Can we set y equal to x?,Y,Evaluation,Evaluation
2A_L22,S3,00:33:31,3,Y,N,E,,Y5,Can we set y equal to x?,Y,Evaluation,Evaluation
2A_L22,S3,00:34:08,1,N,N,N,,Y6,So what can we do?,Y,Next step,Next step
2A_L22,S3,00:34:10,10,N,N,F,HQ,Y6,If we want to set y equal to x what multiple should it be?,Y,Fact,Fact
2A_L22,S3,00:34:22,1,Y,N,F,HQ,Y6,What multiple of x can y be so as to keep the variance to be consistant with those given variances?,Y,Fact,Fact
2A_L22,S3,00:35:14,1,Y,N,F,,N,What other multiple of x could y be and still be consistent with the variances?,N,Fact,Fact
2A_L22,S3,00:39:53,6,N,N,W,,Y7,Why is that?,Y,Warrant,Warrant
2A_L22,S3,00:40:00,5,N,N,W,,Y7,Why -3/4?,Y,Warrant,Warrant
2A_L22,S3,00:40:08,2,Y,N,W,,Y7,Anyone want to justify their answer?,Y,Warrant,Warrant
2A_L22,S3,00:40:32,1,Y,Y,W,,N,Why do you think that?,N,Warrant,Warrant
2A_L22,S3,00:43:08,0,N,N,F,,Y8,What's the covariance with X with 4?,Y,Fact,Fact
2A_L22,S3,00:43:10,14,N,N,F,,Y8,What does that mean?,Y,Fact,Fact
2A_L22,S3,00:43:23,1,N,N,F,,Y8,What do we think the covariance of X with 4?,Y,Fact,Fact
2A_L22,S3,00:43:29,0,N,N,F,HS,Y8,"4 here is the random variable which always takes the value 4. So it's not really a random variable, but we're thinking of it as always being 1.",Y,Fact,Fact
2A_L22,S3,00:43:39,1,Y,N,F,HQ,Y8,What's its covariance with X?,Y,Fact,Fact
1D_L21,S1,00:11:56,2,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1D_L21,S1,00:12:45,0,N,N,F,,Y1,What did Liebniz think this series was - minus one plus one minus one plus one?,Y,Fact,Fact
1D_L21,S1,00:12:45,1,Y,N,F,,Y1,"So maybe if you have a reasonable, stupid answer raise your hand.",Y,Fact,Fact
1D_L21,S1,00:26:00,1,N,N,F,,Y2,What's the maximum distance that a0 point a1 can be away from x?,Y,Fact,Fact
1D_L21,S1,00:26:00,13,N,N,F,,Y2,Who can give me that?,Y,Fact,Fact
1D_L21,S1,00:26:42,1,N,N,F,,Y3,Now how about this step?,Y,Fact,Fact
1D_L21,S1,00:26:42,2,N,N,F,,Y3,How far can a0 point a1a2 be away from x?,Y,Fact,Fact
1D_L21,S1,00:26:42,1,Y,Y,A,,Y3,I'm sorry?,Y,Admin,Admin
1D_L21,S1,00:35:42,3,Y,N,F,,N,What was the method you guys did to figure this out?,N,Fact,Fact
1D_L21,S1,00:35:49,0,N,Y,F,,Y4,"So long division, ok, but what's that process?",Y,Fact,Fact
1D_L21,S1,00:35:49,3,Y,Y,F,,Y4,What are you doing?,Y,Fact,Fact
1D_L21,S1,00:36:13,1,Y,N,F,,N,And then what happens to the remainder eventually?,N,Fact,Fact
1D_L21,S1,00:36:20,4,Y,N,W,,N,Why must the remainder repeat at some point?,N,Warrant,Warrant
1D_L21,S1,00:43:29,1,N,N,F,,Y5,How soon does it have to repeat?,Y,Fact,Fact
1D_L21,S1,00:43:29,0,Y,N,F,,Y5,"So lets say I have a rational number p over q, whats an upper bound that you can give me for the number of decimal places that there can be before it starts repeating?",Y,Fact,Fact
1D_L21,S1,00:43:44,1,Y,Y,W,,N,"q-1, ok - so why is that?",N,Warrant,Warrant
1D_L21,S2,00:05:10,7,N,N,F,,Y1,"As a formula in terms of b, when does ab equivalent to 1 mod m have a solution?",Y,Fact,Fact
1D_L21,S2,00:05:10,6,Y,N,F,HS,Y1,Remember there was a test. So whenever you want to solve a linear equation there is a test you should perform first.,Y,Fact,Fact
1D_L21,S2,00:11:02,0,N,N,N,,Y2,"Ok so if a and 81 have no coprime factors, what does that tell me specifically about a?",Y,Next step,Next step
1D_L21,S2,00:11:02,3,Y,N,N,,Y2,What is the most specific statement you can make about a?,Y,Next step,Next step
1D_L21,S2,00:12:10,11,N,N,N,,N,Ok so now we just have to count how many things are not divisible by three. How might we do that?,N,Next step,Next step
1D_L21,S2,00:13:49,4,N,N,U,,N,Questions about that?,N,Understanding check,Understanding check
1D_L21,S2,00:28:02,3,Y,N,F,,N,"So 4 squared, this is 16, and what small number is this equivalent to?",N,Fact,Fact
1D_L21,S2,00:28:42,0,Y,N,U,,N,Questions?,N,Understanding check,Understanding check
1D_L21,S2,00:39:04,3,N,N,U,,N,Other questions?,N,Understanding check,Understanding check
1D_L21,S2,00:50:04,1,N,N,U,,Y3,Questions about this?,Y,Understanding check,Understanding check
1D_L21,S2,00:50:04,3,N,N,U,,Y3,Anything that just happened?,Y,Understanding check,Understanding check
3D_L20,S1,00:08:06,3,Y,N,F,,N,So if I take 3 points what sort of curve do fit through them?,N,Fact,Fact
3D_L20,S1,00:14:46,4,N,N,U,,N,Are there any questions on that?,N,Understanding check,Understanding check
3D_L20,S1,00:35:00,3,N,N,U,,N,Are there any questions about that before I start explaining that on the board?,N,Understanding check,Understanding check
3D_L20,S1,00:47:36,0,Y,Y,A,,N,Which bit am I looking at?,N,Admin,Admin
3D_L20,S1,00:47:53,2,Y,Y,A,,N,Oh you mean for the bottom line?,N,Admin,Admin
3D_L20,S1,00:48:00,0,Y,Y,A,,N,This one?,N,Admin,Admin
3D_L20,S1,00:48:10,0,Y,Y,A,,N,This one you mean?,N,Admin,Admin
3D_L20,S2,00:07:09,0,N,N,U,,Y1,Are there any questions on that?,Y,Understanding check,Understanding check
3D_L20,S2,00:07:09,3,N,N,U,,Y1,All I've really done is…[explains what he's just done],Y,Understanding check,Understanding check
3D_L20,S2,00:16:05,6,N,N,U,,N,"Any questions on that, which we have almost entirely seen before?",N,Understanding check,Understanding check
3D_L20,S2,00:28:08,2,N,N,U,,N,Are there any questions on that questions?,N,Understanding check,Understanding check
3D_L20,S2,00:34:01,0,N,N,F,,Y2,Can anyone tell me what that numerical method is?,Y,Fact,Fact
3D_L20,S2,00:34:01,3,Y,N,F,HS,Y2,We've seen it before,Y,Fact,Fact
3D_L20,S2,00:34:55,1,Y,N,U,,N,Any questions on that before we move on to…?,N,Understanding check,Understanding check
3D_L20,S2,00:36:42,3,N,N,U,,N,Any other questions?,N,Understanding check,Understanding check
3D_L20,S2,00:44:46,0,N,N,U,,Y3,Are there any questions about that?,Y,Understanding check,Understanding check
3D_L20,S2,00:44:46,2,N,N,U,,Y3,I'm gonna show you one more identity which is really useful for what we're gonna do,Y,Understanding check,Understanding check
3D_L20,S2,00:44:46,1,N,N,U,,Y3,But did people follow that before we do something more complicated?,Y,Understanding check,Understanding check
3D_L20,S3,00:06:15,2,N,N,U,,N,Are there any questions about the general splitting idea before I move onto something more concrete?,N,Understanding check,Understanding check
3D_L20,S3,00:12:03,6,Y,N,N,,N,Can anyone tell me what the solution of this is?,N,Next step,Next step
3D_L20,S3,00:17:23,2,Y,N,N,,N,What's B plus C?,N,Next step,Next step
3D_L20,S3,00:32:59,5,N,N,U,,N,Are there any questions about that?,N,Understanding check,Understanding check
3D_L20,S4,00:35:53,8,N,N,U,,N,Are there any questions on that?,N,Understanding check,Understanding check
1C_L15,S2,00:04:58,3,N,N,A,,N,Any questions about that?,N,Admin,Admin
1C_L15,S2,00:19:50,0,N,N,F,,Y1,What size is A?,Y,Fact,Fact
1C_L15,S2,00:19:50,4,N,N,F,,Y1,How many rows and how many columns?,Y,Fact,Fact
1C_L15,S2,00:19:50,1,Y,N,F,,Y1,How many rows?,Y,Fact,Fact
1C_L15,S2,00:30:31,4,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S2,00:37:32,1,N,N,U,,Y2,Is that a helpful thing to draw?,Y,Understanding check,Understanding check
1C_L15,S2,00:37:32,3,N,N,U,,Y2,or is it just more confusing?,Y,Understanding check,Understanding check
1C_L15,S2,00:39:22,1,N,N,U,,Y3,How's that?,Y,Understanding check,Understanding check
1C_L15,S2,00:39:22,3,N,N,U,,Y3,Alright?,Y,Understanding check,Understanding check
1C_L15,S2,00:45:46,1,N,N,A,,Y4,"I dunno, what do you think?",Y,Admin,Admin
1C_L15,S2,00:45:46,3,N,N,A,,Y4,Do you think it's better for me to give sort of indications?,Y,Admin,Admin
1C_L15,S2,00:46:32,2,Y,N,A,,N,"When I said that were you like, I better check again and you might not have done otherwise?",N,Admin,Admin
1C_L15,S2,00:46:41,0,Y,N,A,,N,What's that?,N,Admin,Admin
1C_L15,S2,00:46:43,1,N,N,A,,N,What did I say?,N,Admin,Admin
1C_L15,S2,00:46:46,0,Y,N,A,,N,What do you mean?,N,Admin,Admin
1C_L15,S2,00:46:49,0,Y,N,A,,N,Oh my hint?,N,Admin,Admin
1C_L15,S3,00:23:44,2,N,N,U,,Y1,Seem reasonable?,Y,Understanding check,Understanding check
1C_L15,S3,00:23:44,3,N,N,U,,Y1,You buy it?,Y,Understanding check,Understanding check
1C_L15,S3,00:23:52,3,Y,N,N,,N,Does anyone have any comments on the existance of the inverse of B here?,N,Next step,Next step
1C_L15,S3,00:25:40,4,N,N,E,,Y2,"If I had said that the inverse of B does exist, does this become true necessarily always?",Y,Evaluation,Evaluation
1C_L15,S3,00:25:47,3,N,N,E,,Y2,What do you think?,Y,Evaluation,Evaluation
1C_L15,S3,00:38:23,1,Y,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S3,00:46:29,0,Y,Y,A,,N,"Sorry, what?",N,Admin,Admin
1C_L15,S3,00:48:28,6,N,N,N,,Y3,"So the j'th row of A, what that, if I want to translate that into the transpose?",Y,Next step,Next step
1C_L15,S3,00:48:39,2,N,N,N,,Y3,If I said what is it?,Y,Next step,Next step
1C_L15,S3,00:48:43,2,N,N,N,,Y3,What should I write here?,Y,Next step,Next step
1C_L15,S4,00:13:04,1,Y,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S4,00:14:35,3,N,N,U,,N,More questions?,N,Understanding check,Understanding check
1C_L15,S4,00:15:39,1,Y,N,A,,N,Remind me you've done the section on determinants already?,N,Admin,Admin
1C_L15,S4,00:19:39,4,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S4,00:22:20,1,N,N,N,,Y1,What would I like to do first?,Y,Next step,Next step
1C_L15,S4,00:22:20,0,Y,N,N,,Y1,How do I go about reducing this?,Y,Next step,Next step
1C_L15,S4,00:20:40,2,Y,N,N,,N,What shall I do next?,N,Next step,Next step
1C_L15,S4,00:23:26,1,Y,N,N,,N,What do I wanna do next?,N,Next step,Next step
1C_L15,S4,00:23:46,2,N,N,U,,N,That all ok so far?,N,Understanding check,Understanding check
1C_L15,S4,00:23:58,1,Y,N,N,,N,What shall I do last?,N,Next step,Next step
1C_L15,S4,00:24:10,1,Y,N,F,,N,So what do I get on the first row?,N,Fact,Fact
1C_L15,S4,00:33:36,2,N,N,N,,Y2,What can we conclude then about a system of linear equations that has augmented matrix A?,Y,Next step,Next step
1C_L15,S4,00:33:48,3,Y,N,N,,Y2,Anything?,Y,Next step,Next step
1C_L15,S4,00:34:01,2,N,N,U,,N,Is that clear to other people?,N,Understanding check,Understanding check
1C_L15,S4,00:34:05,4,N,N,W,,Y3,Can we say either way in this case?,Y,Warrant,Warrant
1C_L15,S4,00:34:05,0,N,N,W,,Y3,How would we know?,Y,Warrant,Warrant
1C_L15,S4,00:34:11,0,N,N,W,HS,Y3,[long hint statement],Y,Warrant,Warrant
1C_L15,S4,00:34:23,0,Y,N,W,HQ,Y3,What about the other two?,Y,Warrant,Warrant
1C_L15,S4,00:35:04,4,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S4,00:43:26,6,N,N,U,,Y4,Questions about that?,Y,Understanding check,Understanding check
1C_L15,S4,00:43:26,3,N,N,U,,Y4,Happy?,Y,Understanding check,Understanding check
3C_L13,S2,00:05:15,10,N,N,F,,Y1,What is cos(x) for small x?,Y,Fact,Fact
3C_L13,S2,00:05:15,2,Y,N,F,HQ,Y1,Taylor expansion?,Y,Fact,Fact
3C_L13,S3,00:07:08,3,N,N,E,,Y1,Do we agree on this?,Y,Evaluation,Evaluation
3C_L13,S3,00:07:08,1,N,N,E,,Y1,Yeah?,Y,Evaluation,Evaluation
3C_L13,S3,00:27:05,5,N,N,F,,Y2,So y of x is what?,Y,Fact,Fact
3C_L13,S3,00:27:05,2,Y,N,F,,Y2,When lambda is zero.,Y,Fact,Fact
3C_L13,S3,00:29:48,4,N,N,E,,Y3,Is there a mu such that sinh(mu*L) is equal to zero?,Y,Evaluation,Evaluation
3C_L13,S3,00:29:57,5,N,N,E,,Y3,Do you have the function sinh in your head?,Y,Evaluation,Evaluation
3C_L13,S3,00:32:12,7,N,N,F,,Y4,So the solution is?,Y,Fact,Fact
3C_L13,S3,00:32:12,3,N,N,F,,Y4,The solution is?,Y,Fact,Fact
3C_L13,S3,00:32:31,0,Y,Y,A,,N,cos what?,N,Admin,Admin
3C_L13,S3,00:33:02,1,Y,N,E,,N,So is that possible for non-trivial mu's?,N,Evaluation,Evaluation
3C_L13,S3,00:33:06,4,Y,N,F,,N,So what should the mu's be?,N,Fact,Fact
3C_L13,S1,00:06:49,10,N,N,F,,Y1,So what's psi dash?,Y,Fact,Fact
3C_L13,S1,00:06:49,4,N,N,F,HQ,Y1,"It's a matrix made up of, the columns of this matrix are solutions of the ODE right so psi dash satisfies…?",Y,Fact,Fact
3C_L13,S1,00:06:49,4,N,N,F,,Y1,I know it's Monday morning and all that…,Y,Fact,Fact
3C_L13,S1,00:08:16,5,Y,N,E,,N,Can I invert the matrix psi?,N,Evaluation,Evaluation
3C_L13,S1,00:08:29,5,Y,Y,W,,N,So  why can I invert the matrix psi?,N,Warrant,Warrant
3C_L13,S1,00:30:22,1,Y,N,A,,N,Is it now or is it next semester?,N,Admin,Admin
1E_L18,S2,00:45:43,3,Y,N,W,,N,whats odd about it [the question]?,N,Warrant,Warrant
1E_L18,S2,00:46:13,1,N,Y,F,,Y1,so what is the range?,Y,Fact,Fact
1E_L18,S2,00:46:15,0,N,Y,F,,Y1,what is the actual correct range?,Y,Fact,Fact
1E_L18,S2,00:46:17,1,Y,Y,F,,Y1,do you know what it is?,Y,Fact,Fact
1E_L18,S1,00:30:46,0,N,Y,N,,Y1,do you want to help us a bit more?,Y,Next step,Next step
1E_L18,S1,00:30:46,1,Y,Y,F,HQ,Y1,tell us what value you think we should substitute?,Y,Fact,Fact
1E_L18,S1,00:43:25,1,Y,N,W,,N,why does one of them not work?,N,Warrant,Warrant
2D_L24,S3,00:12:41,2,N,N,U,,Y1,so everyones happy to differentiate that and set it equal to 0?,Y,Understanding check,Understanding check
2D_L24,S3,00:12:45,1,N,N,U,,Y1,yeah?,Y,Understanding check,Understanding check
2D_L24,S3,00:14:10,2,N,N,U,,N,everyone happy?,N,Understanding check,Understanding check
2D_L24,S3,00:22:44,0,N,N,N,,Y2,so what are we going to do?,Y,Next step,Next step
2D_L24,S3,00:22:46,3,Y,N,N,HQ,Y2,we don’t know sigma^2?,Y,Next step,Next step
2D_L24,S3,00:28:14,5,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S3,00:49:14,2,N,N,O,,N,are you starting to like R now?,N,Other,Other
2D_L24,S3,00:50:48,2,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S4,00:24:02,4,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S4,00:44:31,5,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S4,00:48:17,2,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S1,00:03:18,4,N,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S1,00:18:25,2,N,N,U,,Y1,everyone happy?,Y,Understanding check,Understanding check
2D_L24,S1,00:18:29,1,N,N,U,,Y1,yeah?,Y,Understanding check,Understanding check
2D_L24,S1,00:27:57,1,Y,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S1,00:28:24,7,N,N,U,,N,any other questions?,N,Understanding check,Understanding check
2D_L24,S2,00:19:27,3,N,N,U,,Y1,any questions?,Y,Understanding check,Understanding check
2D_L24,S2,00:19:30,3,Y,N,U,,Y1,fairly straightforward?,Y,Understanding check,Understanding check
2D_L24,S2,00:36:55,3,Y,N,U,,N,any questions?,N,Understanding check,Understanding check
2D_L24,S2,00:37:31,4,Y,N,U,,N,any other questions?,N,Understanding check,Understanding check
2D_L24,S2,00:38:02,1,N,N,U,,N,any more?,N,Understanding check,Understanding check
1E_L18,S4,00:15:33,0,N,N,A,,Y1,can everyone still read that?,Y,Admin,Admin
1E_L18,S4,00:15:35,1,N,N,A,,Y1,is that alright?,Y,Admin,Admin
1C_L15,S5,00:05:46,4,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S5,00:12:46,3,Y,N,W,,N,How does this line here now tell me that A is gonna be invertible?,N,Warrant,Warrant
1C_L15,S5,00:14:39,5,N,N,U,,N,Questions?,N,Understanding check,Understanding check
1C_L15,S5,00:15:01,1,N,N,U,,Y1,Any questions?,Y,Understanding check,Understanding check
